ATC;NT;NAZEV;NAZEV_EN
A07EB;N;Antialergika kromě kortikosteroidů;Antiallergic agents, excl. corticosteroids
A07EB01;N;kyselina chromoglykanová;cromoglicic acid
A07EC;N;Kyselina aminosalicylová a podobné látky;Aminosalicylic acid and similar agents
A07EC01;N;sulfasalazin;sulfasalazine
A07EC02;N;mesalazin;mesalazine
A07EC03;N;olsalazin;olsalazine
A07EC04;N;balsalazid;balsalazide
A07F;N;PROTIPRŮJMOVÉ MIKROORGANISMY;ANTIDIARRHEAL MICROORGANISMS
A07FA;N;Protiprůjmové mikroorganismy;Antidiarrheal microorganisms
A07FA01;N;organismy produkující kyselinu mléčnou;lactic acid producing organisms
A07FA02;N;saccharomyces boulardii;saccharomyces boulardii
A07FA03;N;escherichia coli;escherichia coli
A07FA51;N;organismy produkující kyselinu mléčnou, kombinace;lactic acid producing organisms, combinations
A07X;N;JINÁ ANTIDIAROIKA;OTHER ANTIDIARRHEALS
A07XA;N;Jiná antidiaroika;Other antidiarrheals
A07XA01;N;albumin-tanát;albumin tannate
A07XA02;N;rohovníková klovatina;ceratonia
A07XA03;N;sloučeniny vápníku;calcium compounds
A07XA04;N;racekadotril;racecadotril
A07XA06;N;krofelemer;crofelemer
A07XA51;N;albumin-tanát, kombinace;albumin tannate, combinations
A08;N;LÉČIVA K TERAPII OBEZITY, KROMĚ DIETETIK;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08A;N;LÉČIVA K TERAPII OBEZITY, KROMĚ DIETETIK;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08AA;N;Centrálně působící léčiva k terapii obezity;Centrally acting antiobesity products
A08AA01;N;fentermin;phentermine
A08AA02;N;fenfluramin;fenfluramine
A08AA03;N;amfepramon;amfepramone
A08AA04;N;dexfenfluramin;dexfenfluramine
A08AA05;N;mazindol;mazindol
A08AA06;N;etilamfetamin;etilamfetamine
A08AA07;N;kathin;cathine
A08AA08;N;klobenzorex;clobenzorex
A08AA09;N;mefenorex;mefenorex
A08AA10;N;sibutramin;sibutramine
A08AA11;N;lorkaserin;lorcaserin
A08AA12;N;setmelanotid;setmelanotide
A08AA51;N;fentermin a topiramát;phentermine and topiramate
A08AA56;N;efedrin, kombinace;ephedrine, combinations
A08AA62;N;bupropion a naltrexon;bupropion and naltrexone
A08AB;N;Periferně působící léčiva k terapii obezity;Peripherally acting antiobesity products
A08AB01;N;orlistat;orlistat
A08AX;N;Jiná léčiva k terapii obezity;Other antiobesity drugs
A08AX01;N;rimonabant;rimonabant
A09;N;DIGESTIVA VČETNĚ ENZYMOVÝCH PŘÍPRAVKŮ;DIGESTIVES, INCL. ENZYMES
A09A;N;DIGESTIVA VČETNĚ ENZYMOVÝCH PŘÍPRAVKŮ;DIGESTIVES, INCL. ENZYMES
A09AA;N;Enzymové přípravky;Enzyme preparations
A09AA01;N;amylasa;diastase
A09AA02;N;multienzymové přípravky (lipasa, proteasa apod.);multienzymes (lipase, protease etc.)
A09AA03;N;pepsin;pepsin
A09AA04;N;tilaktasa;tilactase
A09AB;N;Acida;Acid preparations
A09AB01;N;hydrochlorid kyseliny glutamové;glutamic acid hydrochloride
A09AB02;N;betain-hydrochlorid;betaine hydrochloride
A09AB03;N;kyselina chlorovodíková;hydrochloric acid
A09AB04;N;kyselina citronová;citric acid
A09AC;N;Enzymy a acida, kombinace;Enzyme and acid preparations, combinations
A09AC01;N;pepsin a acida;pepsin and acid preparations
A09AC02;N;multienzymové přípravky a acida;multienzymes and acid preparations
A10;N;LÉČIVA K TERAPII DIABETU;DRUGS USED IN DIABETES
A10A;N;INSULINY A ANALOGA;INSULINS AND ANALOGUES
A10AB;N;Insuliny a analoga rychle působící, k injekční aplikaci;Insulins and analogues for injection, fast-acting
A10AB01;N;lidský insulin;insulin (human)
A10AB02;N;hovězí insulin;insulin (beef)
A10AB03;N;prasečí insulin;insulin (pork)
A10AB04;N;insulin lispro;insulin lispro
A10AB05;N;insulin aspart;insulin aspart
A10AB06;N;insulin glulisin;insulin glulisine
A10AB30;N;kombinace insulinů;combinations
A10AC;N;Insuliny a analoga střednědobě působící, k injekční aplikaci;Insulins and analogues for injection, intermediate-acting
A10AC01;N;lidský insulin;insulin (human)
A10AC02;N;hovězí insulin;insulin (beef)
A10AC03;N;prasečí insulin;insulin (pork)
A10AC04;N;insulin lispro;insulin lispro
A10AC30;N;kombinace insulinů;combinations
A10AD;N;Insuliny a analoga střednědobě nebo dlouze působící v kombinaci s rychle působícími, k inj. aplikaci;Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting
A10AD01;N;lidský insulin;insulin (human)
A10AD02;N;hovězí insulin;insulin (beef)
A10AD03;N;prasečí insulin;insulin (pork)
A10AD04;N;insulin lispro;insulin lispro
A10AD05;N;insulin aspart;insulin aspart
A10AD06;N;insulin degludek a insulin aspart;insulin degludec and insulin aspart
A10AD30;N;kombinace insulinů;combinations
A10AE;N;Insuliny a analoga dlouze působící, k injekční aplikaci;Insulins and analogues for injection, long-acting
A10AE01;N;lidský insulin;insulin (human)
A10AE02;N;hovězí insulin;insulin (beef)
A10AE03;N;prasečí insulin;insulin (pork)
A10AE04;N;insulin glargin;insulin glargine
A10AE05;N;insulin detemir;insulin detemir
A10AE06;N;insulin degludek;insulin degludec
A10AE07;N;insulin-ikodek;insulin icodec
A10AE30;N;kombinace insulinů;combinations
A10AE54;N;insulin glargin a lixisenatid;insulin glargine and lixisenatide
A10AE56;N;insulin degludek a liraglutid;insulin degludec and liraglutide
A10AF;N;Insuliny a analoga, inhalační;Insulins and analogues for inhalation
A10AF01;N;lidský insulin;insulin (human)
A10B;N;ANTIDIABETIKA, KROMĚ INSULINŮ;BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BA;N;Biguanidy;Biguanides
A10BA01;N;fenformin;phenformin
A10BA02;N;metformin;metformin
A10BA03;N;buformin;buformin
A10BB;N;Deriváty sulfonylmočoviny;Sulfonylureas
A10BB01;N;glibenklamid;glibenclamide
A10BB02;N;chlorpropamid;chlorpropamide
A10BB03;N;tolbutamid;tolbutamide
A10BB04;N;glibornurid;glibornuride
A10BB05;N;tolazamid;tolazamide
A10BB06;N;karbutamid;carbutamide
A10BB07;N;glipizid;glipizide
A10BB08;N;glichidon;gliquidone
A10BB09;N;gliklazid;gliclazide
A10BB10;N;metahexamid;metahexamide
A10BB11;N;glisoxepid;glisoxepide
A10BB12;N;glimepirid;glimepiride
A10BB31;N;acetohexamid;acetohexamide
A10BC;N;Sulfonamidy, heterocyklické;Sulfonamides (heterocyclic)
A10BC01;N;glymidin;glymidine
A10BD;N;Kombinace perorálních antidiabetik;Combinations of oral blood glucose lowering drugs
A10BD01;N;fenformin a sulfonylmočoviny;phenformin and sulfonylureas
A10BD02;N;metformin a sulfonylmočoviny;metformin and sulfonylureas
A10BD03;N;metformin a rosiglitazon;metformin and rosiglitazone
A10BD04;N;glimepirid a rosiglitazon;glimepiride and rosiglitazone
A10BD05;N;metformin a pioglitazon;metformin and pioglitazone
A10BD06;N;glimepirid a pioglitazon;glimepiride and pioglitazone
A10BD07;N;metformin a sitagliptin;metformin and sitagliptin
A10BD08;N;metformin a vildagliptin;metformin and vildagliptin
A10BD09;N;pioglitazon a alogliptin;pioglitazone and alogliptin
A10BD10;N;metformin a saxagliptin;metformin and saxagliptin
A10BD11;N;metformin a linagliptin;metformin and linagliptin
A10BD12;N;pioglitazon a sitagliptin;pioglitazone and sitagliptin
A10BD13;N;metformin a alogliptin;metformin and alogliptin
A10BD14;N;metformin a repaglinid;metformin and repaglinide
A10BD15;N;metformin a dapagliflozin;metformin and dapagliflozin
A10BD16;N;metformin a kanagliflozin;metformin and canagliflozin
A10BD17;N;metformin a akarbosa;metformin and acarbose
A10BD18;N;metformin a gemigliptin;metformin and gemigliptin
A10BD19;N;linagliptin a empagliflozin;linagliptin and empagliflozin
A10BD20;N;metformin a empagliflozin;metformin and empagliflozin
A10BD21;N;saxagliptin a dapagliflozin;saxagliptin and dapagliflozin
A10BD22;N;metformin a evogliptin;metformin and evogliptin
A10BD23;N;metformin a ertugliflozin;metformin and ertugliflozin
A10BD24;N;sitagliptin a ertugliflozin;sitagliptin and ertugliflozin
A10BD25;N;metformin, saxagliptin a dapagliflozin;metformin, saxagliptin and dapagliflozin
A10BD26;N;metformin a lobeglitazon;metformin and lobeglitazone
A10BD27;N;metformin, linagliptin a empagliflozin;metformin, linagliptin and empagliflozin
A10BD28;N;metformin a teneligliptin;metformin and teneligliptin
A10BD29;N;sitagliptin a dapagliflozin;sitagliptin and dapagliflozin
A10BD30;N;gemigliptin a dapagliflozin;gemigliptin and dapagliflozin
A10BF;N;Inhibitory alfa-glukosidas;Alpha glucosidase inhibitors
A10BF01;N;akarbosa;acarbose
A10BF02;N;miglitol;miglitol
A10BF03;N;voglibosa;voglibose
A10BG;N;Thiazolidindiony;Thiazolidinediones
A10BG01;N;troglitazon;troglitazone
A10BG02;N;rosiglitazon;rosiglitazone
A10BG03;N;pioglitazon;pioglitazone
A10BG04;N;lobeglitazon;lobeglitazone
A10BH;N;Inhibitory dipeptidyl-peptidasy 4 (DPP-4);Dipeptidyl peptidase 4 (DPP-4) inhibitors
A10BH01;N;sitagliptin;sitagliptin
A10BH02;N;vildagliptin;vildagliptin
A10BH03;N;saxagliptin;saxagliptin
A10BH04;N;alogliptin;alogliptin
A10BH05;N;linagliptin;linagliptin
A10BH06;N;gemigliptin;gemigliptin
A10BH07;N;evogliptin;evogliptin
A10BH08;N;teneligliptin;teneligliptin
A10BH51;N;sitagliptin a simvastatin;sitagliptin and simvastatin
A10BH52;N;gemigliptin a rosuvastatin;gemigliptin and rosuvastatin
A10BJ;N;Analoga GLP-1 (peptidu podobného glukagonu 1);Glucagon-like peptide-1 (GLP-1) analogues
A10BJ01;N;exenatid;exenatide
A10BJ02;N;liraglutid;liraglutide
A10BJ03;N;lixisenatid;lixisenatide
A10BJ04;N;albiglutid;albiglutide
A10BJ05;N;dulaglutid;dulaglutide
A10BJ06;N;semaglutid;semaglutide
A10BJ07;N;beinaglutid;beinaglutide
A10BK;N;Inhibitory sodíko-glukosového kotransportéru 2 (SGLT2);Sodium-glucose co-transporter 2 (SGLT2) inhibitors
A10BK01;N;dapagliflozin;dapagliflozin
A10BK02;N;kanagliflozin;canagliflozin
A10BK03;N;empagliflozin;empagliflozin
A10BK04;N;ertugliflozin;ertugliflozin
A10BK05;N;ipragliflozin;ipragliflozin
A10BK06;N;sotagliflozin;sotagliflozin
A10BK07;N;luseogliflozin;luseogliflozin
A10BK08;N;bexagliflozin;bexagliflozin
A10BK09;N;enavogliflozin;enavogliflozin
A10BX;N;Jiná antidiabetika, kromě insulinů;Other blood glucose lowering drugs, excl. insulins
A10BX01;N;guar galaktomannan;guar gum
A10BX02;N;repaglinid;repaglinide
A10BX03;N;nateglinid;nateglinide
A10BX05;N;pramlintid;pramlintide
A10BX06;N;benfluorex;benfluorex
A10BX08;N;mitiglinid;mitiglinide
A10BX15;N;imeglimin;imeglimin
A10BX16;N;tirzepatid;tirzepatide
A10BX17;N;karfloglitazar;carfloglitazar
A10BX18;N;dorzagliatin;dorzagliatin
A10X;N;JINÁ LÉČIVA K TERAPII DIABETU;OTHER DRUGS USED IN DIABETES
A10XA;N;Inhibitory aldosoreduktas;Aldose reductase inhibitors
A10XA01;N;tolrestat;tolrestat
A10XX;N;Jiná léčiva k terapii diabetu;Other drugs used in diabetes
A10XX01;N;teplizumab;teplizumab
A10XX02;N;donislecel;donislecel
A11;N;VITAMINY;VITAMINS
A11A;N;MULTIVITAMINY, KOMBINACE;MULTIVITAMINS, COMBINATIONS
A11AA;N;Multivitaminy, kombinace s minerály;Multivitamins with minerals
A11AA01;N;multivitaminy a železo;multivitamins and iron
A11AA02;N;multivitaminy a vápník;multivitamins and calcium
A11AA03;N;multivitaminy a jiné minerály, včetně kombinací;multivitamins and other minerals, incl. combinations
A11AA04;N;multivitaminy a stopové prvky;multivitamins and trace elements
A11AB;N;Multivitaminy, jiné kombinace;Multivitamins, other combinations
A11B;N;MULTIVITAMINY, SAMOTNÉ;MULTIVITAMINS, PLAIN
A11BA;N;Multivitaminy, samotné;Multivitamins, plain
A11C;N;VITAMIN A A D VČETNĚ JEJICH KOMBINACÍ;VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO
A11CA;N;Vitamin A, samotný;Vitamin A, plain
A11CA01;N;retinol (vitamin A);retinol (vit A)
A11CA02;N;betakaroten;betacarotene
A11CB;N;Vitamin A a D v kombinaci;Vitamin A and D in combination
A11CC;N;Vitamin D a analoga;Vitamin D and analogues
A11CC01;N;ergokalciferol;ergocalciferol
A11CC02;N;dihydrotachysterol;dihydrotachysterol
A11CC03;N;alfakalcidol;alfacalcidol
A11CC04;N;kalcitriol;calcitriol
A11CC05;N;cholekalciferol;colecalciferol
A11CC06;N;kalcifediol;calcifediol
A11CC20;N;vitamin d a analogy, kombinace;combinations
A11CC55;N;cholekalciferol, kombinace;colecalciferol, combinations
A11D;N;VITAMIN B1 VČETNĚ KOMBINACÍ S VITAMINEM B6 A B12;VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12
A11DA;N;Vitamin B1, samotný;Vitamin B1, plain
A11DA01;N;thiamin (vitamin B1);thiamine (vit B1)
A11DA02;N;sulbutiamin;sulbutiamine
A11DA03;N;benfotiamin;benfotiamine
A11DB;N;Vitamin B1 v kombinaci s vitaminem B6 a/nebo B12;Vitamin B1 in combination with vitamin B6 and/or vitamin B12
A11E;N;VITAMINY SKUPINY B, VČETNĚ KOMBINACÍ;VITAMIN B-COMPLEX, INCL. COMBINATIONS
A11EA;N;Vitaminy skupiny B, samotné;Vitamin B-complex, plain
A11EB;N;Vitaminy skupiny B s vitaminem C;Vitamin B-complex with vitamin C
A11EC;N;Vitaminy skupiny B s minerály;Vitamin B-complex with minerals
A11ED;N;Vitaminy skupiny B s anabolickými steroidy;Vitamin B-complex with anabolic steroids
A11EX;N;Vitaminy skupiny B, jiné kombinace;Vitamin B-complex, other combinations
A11G;N;KYSELINA ASKORBOVÁ (VITAMIN C) VČETNĚ KOMBINACÍ;ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS
A11GA;N;Kyselina askorbová (vitamin C), samotná;Ascorbic acid (vitamin C), plain
A11GA01;N;kyselina askorbová (vitamin C);ascorbic acid (vit C)
A11GB;N;Kyselina askorbová (vitamin C), kombinace;Ascorbic acid (vitamin C), combinations
A11GB01;N;kyselina askorbová (vitamin C) a vápník;ascorbic acid (vit C) and calcium
A11H;N;JINÉ VITAMINOVÉ PŘÍPRAVKY (NEKOMBINOVANÉ);OTHER PLAIN VITAMIN PREPARATIONS
A11HA;N;Jiné vitaminové přípravky (nekombinované);Other plain vitamin preparations
A11HA01;N;nikotinamid;nicotinamide
A11HA02;N;pyridoxin (vitamin B6);pyridoxine (vit B6)
A11HA03;N;tokoferol-alfa;tocopherol (vit E)
A11HA04;N;riboflavin (vitamin B2);riboflavin (vit B2)
A11HA05;N;biotin;biotin
A11HA06;N;kodekarboxylasa;pyridoxal phosphate
A11HA07;N;inositol;inositol
A11HA08;N;tokofersolan;tocofersolan
A11HA30;N;dexpanthenol;dexpanthenol
A11HA31;N;kalcium-pantothenát;calcium pantothenate
A11HA32;N;pantethin;pantethine
A11J;N;JINÉ VITAMINOVÉ PŘÍPRAVKY, KOMBINACE;OTHER VITAMIN PRODUCTS, COMBINATIONS
A11JA;N;Kombinace vitaminů;Combinations of vitamins
A11JB;N;Vitaminy s minerály;Vitamins with minerals
A11JC;N;Vitaminy, jiné kombinace;Vitamins, other combinations
A12;N;MINERÁLNÍ DOPLŇKY;MINERAL SUPPLEMENTS
A12A;N;VÁPNÍK;CALCIUM
A12AA;N;Vápník;Calcium
A12AA01;N;fosforečnan vápenatý;calcium phosphate
A12AA02;N;kalcium-glubionát;calcium glubionate
A12AA03;N;kalcium-glukonát;calcium gluconate
A12AA04;N;uhličitan vápenatý;calcium carbonate
A12AA05;N;kalcium-laktát;calcium lactate
A12AA06;N;kalcium-laktoglukonát;calcium lactate gluconate
A12AA07;N;chlorid vápenatý;calcium chloride
A12AA08;N;kalcium-glycerofosfát;calcium glycerylphosphate
A12AA09;N;kalcium-citrát, komplex s lysinem;calcium citrate lysine complex
A12AA10;N;kalcium-glukoheptonát;calcium glucoheptonate
A12AA11;N;kalcium-pangamát;calcium pangamate
A12AA13;N;kalcium-citrát;calcium citrate
A12AA20;N;vápník (kombinace různých solí);calcium (different salts in combination)
A12AA30;N;kalcium-levulát;calcium laevulate
A12AX;N;Vápník, kombinace s vitaminem D a/nebo jinými léčivy;Calcium, combinations with vitamin D and/or other drugs
A12B;N;DRASLÍK;POTASSIUM
A12BA;N;Draslík;Potassium
A12BA01;N;chlorid draselný;potassium chloride
A12BA02;N;kalium-citrát;potassium citrate
A12BA03;N;kalium-hydrogen-tartarát;potassium hydrogentartrate
A12BA04;N;hydrogenuhličitan draselný;potassium hydrogencarbonate
A12BA05;N;kalium-glukonát;potassium gluconate
A12BA30;N;draslík (kombinace různých solí);potassium (different salts in combination)
A12BA51;N;draslík, kombinace;potassium, combinations
A12C;N;JINÉ MINERÁLNÍ DOPLŇKY;OTHER MINERAL SUPPLEMENTS
A12CA;N;Sodík;Sodium
A12CA01;N;chlorid sodný;sodium chloride
A12CA02;N;síran sodný;sodium sulfate
A12CB;N;Zinek;Zinc
A12CB01;N;síran zinečnatý;zinc sulfate
A12CB02;N;zinkum-glukonát;zinc gluconate
A12CB03;N;komplex proteinu se zinkem;zinc protein complex
A12CC;N;Hořčík;Magnesium
A12CC01;N;chlorid hořečnatý;magnesium chloride
A12CC02;N;síran hořečnatý;magnesium sulfate
A12CC03;N;magnesium-glukonát;magnesium gluconate
A12CC04;N;magnesium-citrát;magnesium citrate
A12CC05;N;magnesium-aspartát;magnesium aspartate
A12CC06;N;magnesium-laktát;magnesium lactate
A12CC07;N;magnesium-levulinát;magnesium levulinate
A12CC08;N;magnesium-pidolát;magnesium pidolate
A12CC09;N;magnesium-orotát;magnesium orotate
A12CC10;N;oxid hořečnatý;magnesium oxide
A12CC30;N;hořčík (kombinace různých solí);magnesium (different salts in combination)
A12CD;N;Fluorid;Fluoride
A12CD01;N;fluorid sodný;sodium fluoride
A12CD02;N;monofluorofosforečnan sodný;sodium monofluorophosphate
A12CD51;N;fluorid, kombinace;fluoride, combinations
A12CE;N;Selen;Selenium
A12CE01;N;selenan sodný;sodium selenate
A12CE02;N;seleničitan sodný;sodium selenite
A12CX;N;Jiné minerální přípravky;Other mineral products
A13;N;TONIKA;TONICS
A13A;N;TONIKA;TONICS
A14;N;ANABOLIKA PRO SYSTÉMOVOU APLIKACI;ANABOLIC AGENTS FOR SYSTEMIC USE
A14A;N;ANABOLICKÉ STEROIDY;ANABOLIC STEROIDS
A14AA;N;Deriváty androstanu;Androstan derivatives
A14AA01;N;androstanolon;androstanolone
A14AA02;N;stanozolol;stanozolol
A14AA03;N;metandienon;metandienone
A14AA04;N;metenolon;metenolone
A14AA05;N;oxymetholon;oxymetholone
A14AA06;N;quinbolon;quinbolone
A14AA07;N;prasteron;prasterone
A14AA08;N;oxandrolon;oxandrolone
A14AA09;N;norethandrolon;norethandrolone
A14AB;N;Deriváty estrenu;Estren derivatives
A14AB01;N;nandrolon;nandrolone
A14AB02;N;ethylestrenol;ethylestrenol
A14AB03;N;oxabolon-cipionát;oxabolone cipionate
A14B;N;JINÁ ANABOLIKA;OTHER ANABOLIC AGENTS
A15;N;STIMULANCIA CHUTI;APPETITE STIMULANTS
A16;N;TRÁVICÍ TRAKT A METABOLISMUS, JINÁ LÉČIVA;OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
A16A;N;TRÁVICÍ TRAKT A METABOLISMUS, JINÁ LÉČIVA;OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
A16AA;N;Aminokyseliny a jejich deriváty;Amino acids and derivatives
A16AA01;N;levokarnitin;levocarnitine
A16AA02;N;ademethionin;ademetionine
A16AA03;N;glutamin;glutamine
A16AA04;N;merkaptamin;mercaptamine
A16AA05;N;kyselina karglumová;carglumic acid
A16AA06;N;betain;betaine
A16AA07;N;metreleptin;metreleptin
A16AB;N;Enzymy;Enzymes
A16AB01;N;alglucerasa;alglucerase
A16AB02;N;imiglucerasa;imiglucerase
A16AB03;N;agalsidasa alfa;agalsidase alfa
A16AB04;N;agalsidasa beta;agalsidase beta
A16AB05;N;laronidasa;laronidase
A16AB06;N;sakrosidasa;sacrosidase
A16AB07;N;alglukosidasa alfa;alglucosidase alfa
A16AB08;N;galsulfasa;galsulfase
A16AB09;N;idursulfasa;idursulfase
A16AB10;N;velaglucerasa alfa;velaglucerase alfa
A16AB11;N;taliglucerasa alfa;taliglucerase alfa
A16AB12;N;elosulfasa alfa;elosulfase alfa
A16AB13;N;asfotasa alfa;asfotase alfa
A16AB14;N;sebelipasa alfa;sebelipase alfa
A16AB15;N;velmanasa alfa;velmanase alfa
A16AB16;N;idursulfasa beta;idursulfase beta
A16AB17;N;cerliponasa alfa;cerliponase alfa
A16AB18;N;vestronidasa alfa;vestronidase alfa
A16AB19;N;pegvaliasa;pegvaliase
A16AB20;N;pegunigalsidasa alfa;pegunigalsidase alfa
A16AB21;N;atidarsagen autotemcel;atidarsagene autotemcel
A16AB22;N;avalglukosidasa alfa;avalglucosidase alfa
A16AB23;N;cipaglukosidasa alfa;cipaglucosidase alfa
A16AB24;N;pegzilarginasa;pegzilarginase
A16AB25;N;olipudasa alfa;olipudase alfa
A16AB26;N;eladokagen exuparvovek;eladocagene exuparvovec
A16AB27;N;pabinafusp alfa;pabinafusp alfa
A16AX;N;Trávicí trakt a metabolismus, různá léčiva;Various alimentary tract and metabolism products
A16AX01;N;kyselina thioktová;thioctic acid
A16AX02;N;anetholtrithion;anethole trithione
A16AX03;N;natrium-fenylbutyrát;sodium phenylbutyrate
A16AX04;N;nitisinon;nitisinone
A16AX05;N;octan zinečnatý;zinc acetate
A16AX06;N;miglustat;miglustat
A16AX07;N;sapropterin;sapropterin
A16AX08;N;teduglutid;teduglutide
A16AX09;N;glycerol-fenylbutyrát;glycerol phenylbutyrate
